path,sentence
common_voice_bn_31600357.mp3,বিধানসভা কেন্দ্রটির মূল কার্যালয় সুতি শহরে অবস্থিত।
common_voice_bn_31612952.mp3,এই ছবিতে তিনি অভিনয়ও করেন।
common_voice_bn_31670071.mp3,দেশ বিভাগের পর গ্রেপ্তারি এড়াতে তিনি কলকাতা চলে যান।
common_voice_bn_31707058.mp3,প্রজননকালে প্রায়শ দল কথ্য হয়ে নিচু ঝোপ চার বা গাছে ডালপালা দিয়ে বাসা বাঁধে।
common_voice_bn_31557542.mp3,ফিরে আসার পথে তিনি একটি পুত্র বল্লাল সেনকে জন্ম দেন।
common_voice_bn_31655314.mp3,পৃথিবী ছাড়া অন্য সব বস্তুই এর অন্তর্ভুক্ত।
common_voice_bn_31661725.mp3,তিনি পরীক্ষানিরীক্ষার মাধ্যমে প্রমাণিত হয়েছিলেন।
common_voice_bn_31525163.mp3,অবসর গ্রহণের পূর্ব পর্যন্ত তিনি সেখানেই কর্মরত ছিলেন।
common_voice_bn_31575149.mp3,বিজ্ঞানের শহরটি জেলা সদর।
common_voice_bn_31684467.mp3,এই প্রদেশের নামানুসারী আপনি যুদ্ধে জাহাজ ঘাত নামকরণ করা হয়েছে।
common_voice_bn_31557568.mp3,"আমেরিকা, অস্ট্রেলিয়া ও আফ্রিকায় এভাবেই পাখিটির আগমণ ঘটেছে।"
common_voice_bn_31719038.mp3,"সম্প্রদায়গুলির নিজস্ব কিছু আচার আচরণ থাকে, যা একটি থেকে অপরটি ভিন্ন।"
common_voice_bn_31626033.mp3,এই তালিকাটি অসম্পন্ন হতে পারে।
common_voice_bn_31602582.mp3,প্রচ্ছদ তৈরি করেন সমর মজুমদার।
common_voice_bn_31659259.mp3,"জিন ল্যান্ড সাগর পশ্চিমের গন ল্যান্ড দ্বীপ দ্বারা এবং দক্ষিণে ডেনমার্ক, এস্টেট এবং আইসল্যান্ড তার আবদ্ধ।"
common_voice_bn_31631006.mp3,এতে মুক্তিযোদ্ধারা বেশ বেকায়দায় পড়ে গেলেন।
common_voice_bn_31539419.mp3,বিশ্ব স্বাস্থ্য সংস্থার মধ্যে পৌর উপ এলাকাগুলি মানব স্বাস্থ্যের জন্য গুরুত্বপূর্ণ।
common_voice_bn_31646518.mp3,আলেকজান্ডার পপ পদ লাভ করেন।
common_voice_bn_31691220.mp3,জুহি চিত্রনাট্যের মূল কাহিনীর ধারণা উপস্থাপন করেন।
common_voice_bn_31498547.mp3,বরং প্রাধান্য পেয়েছে পাশ্চাত্য সংস্কৃতির শিল্প।
common_voice_bn_31759267.mp3,এভাবে শহরাঞ্চলে প্রতিনিয়ত খাদ্যের সংকট বিরাজ করতে থাকল।
common_voice_bn_31523518.mp3,তারপর শিকাগো বিশ্ববিদ্যালয়ের থেকে পদার্থবিজ্ঞানে পিএইচডি ডিগ্রি অর্জন করেন।
common_voice_bn_31680416.mp3,মিং ডং উইকিপিডিয়া উইকিপিডিয়ানদের সম্মিলিত সম্পাদনার সংখ্যাটি।
common_voice_bn_31605861.mp3,যুদ্ধের পর তিনি পুনরায় কেন্টের পক্ষে ব্যাটসম্যান হিসেবে খেলেন।
common_voice_bn_31535791.mp3,"এটি একমাত্র তেল গু সংবাদপত্র, যার ব্যবসায়ী মালিকানা নেই।"
common_voice_bn_31548257.mp3,ইবনে আলনাফিস অসুস্থ হওয়ার কয়েক দিনের পর কায়রোতে শেষ নিশ্বাস ত্যাগ করেন।
common_voice_bn_31672971.mp3,তিনি কঠোরভাবে ইহুদি নিয়মকানন পালন করতেন।
common_voice_bn_31623636.mp3,"উত্তম লখিমপুর কলেজ হল আসামের প্রথম কলেজ, যা ইউসিজিসি থেকে স্বায়ত্তশাসিত কলেজের মর্যাদা পেয়েছে।"
common_voice_bn_31569086.mp3,তিনি তার পোষা প্রাণী হিসাবে কুকুর পালন করতে পছন্দ করতেন।
common_voice_bn_31021778.mp3,প্রথম বলেই শূন্য রানে পিতা নেন তিনি।
common_voice_bn_30999700.mp3,অ্যাটল্যান্টিক মহাসাগর দ্বারা শহরটি পরিবেষ্টিত।
common_voice_bn_31675593.mp3,মডেলিং এর পাশাপাশি চ্যাপলিন একজন চলচ্চিত্র অভিনেত্রী ও প্রযোজক।
common_voice_bn_31590231.mp3,"অবশ্য বলামাত্রই, তাদেরকে ব্রিটিশ ফৌজে অন্তর্ভুক্ত করা হয়নি।"
common_voice_bn_31607712.mp3,তিনি এক পরিবারে চার ভাইবোনের সাথে তার শৈশব অতিবাহিত করেছেন।
common_voice_bn_31736043.mp3,তিনি মৃত্যুকালে কংগ্রেসের পশ্চিমবঙ্গ রাজ্যের সভাপতি পদে আসীন ছিলেন।
common_voice_bn_31572960.mp3,এ ইউনিয়নের প্রশাসনিক কার্যক্রম চকরিয়া থানার আওতাধীন।
common_voice_bn_31608422.mp3,শুধু ভেতরের চারটি বেদির মার্বেল পাথর আনা হয়েছিল ভারতের কলকাতা থেকে।
common_voice_bn_31616076.mp3,আগস্ট মাসে প্রতি তিনি কেউনাকেউ মৃত্যুবরণ করেছিলেন।
common_voice_bn_31559091.mp3,কিন্তু সম্পূর্ণ নিজ তবে গণিত অধ্যয়ন করেন।
common_voice_bn_31598367.mp3,এ ইউনিয়নের প্রশাসনিক কার্যক্রম পিরোজপুর সদর থানার আওতাধীন।
common_voice_bn_31628995.mp3,অচিরেই তার জনপ্রিয়তা হ্রাস পেতে থাকে।
common_voice_bn_31508462.mp3,সার্বিক সহযোগিতা পেলে প্রতিষ্ঠানটি নারী শিক্ষার ক্ষেত্রে আরও অবদান রাখতে সক্ষম হবে।
common_voice_bn_31590809.mp3,"আশা করা হয়েছিল, সে অলিম্পিক গেমসে বাংলাদেশের জন্য প্রথমবারের মত পদক জয়ের সহযোগিতা করবেন।"
common_voice_bn_31752841.mp3,"নাগরিক সমাজ, গণমাধ্যম এবং পেশাজীবী, বুদ্ধিজীবী ও তৃণমূল জনগোষ্ঠিকে এই সংগ্রামে উদ্ভূত করে।"
common_voice_bn_31542841.mp3,অধিনায়ক থাকাকালীন বেদী বেশকিছু বিতর্কে জড়িয়ে পড়েন।
common_voice_bn_31633354.mp3,বে বেশ কয়েকটি ব্যবসা সফল ছবি নির্মাণ করেছেন।
common_voice_bn_31624283.mp3,এই উপন্যাসটি প্রথম বিশ্বযুদ্ধের পর্বে কার পূর্ব আফ্রিকার পটভূমিতে লিখিত।
common_voice_bn_31566369.mp3,এই ঘটনায় চন্দ্রাবতী বিষ্মণভাবে ভেঙে পড়ে।
common_voice_bn_31519941.mp3,ঐ সিরিজ শেষে অল্প কিছুদিন পরই একই মৌসুমে সফররত পাকিস্তানের বিপক্ষে দুই টেস্টে অংশ নেন।
common_voice_bn_31602070.mp3,গ্রন্থটির অসংখ্য বঙ্গানুবাদ বের হয়েছে।
common_voice_bn_31525039.mp3,এটি বাংলাদেশের বগুড়া জেলার ফুলতলায় অবস্থিত।
common_voice_bn_31578230.mp3,বেশ কয়েকজন সংসদের উচ্চকক্ষ পরামর্শক পরিষদের সদস্য ছিলেন।
common_voice_bn_31624691.mp3,সীতা রামের মা অত্যন্ত সাহসী ছিলেন।
common_voice_bn_31517840.mp3,এ বাড়িতে বসবাস করেছেন জমিদার পরিবারের পূর্বপুরুষ প্রেম নারাজ চৌধুরী।
common_voice_bn_31720006.mp3,প্রধানত প্রশিক্ষণ প্রদান করা হয়।
common_voice_bn_31666242.mp3,তবে তিনি ভূমি স্পর্শ করেন নি।
common_voice_bn_31663788.mp3,তিনি দিন ভাবে বসবাস করেন।
common_voice_bn_31620592.mp3,কলেজটি প্রভাবশালী একাধিক ব্যক্তির সাথে সম্পর্কিত।
common_voice_bn_31583517.mp3,একদিন সন্তানের জন্য জমানো অর্থে যোগ করে স্বামীর।
common_voice_bn_31576787.mp3,যখন পত্রিকাটি তার সব কিছু বন্ধ করে দিয়ে সমস্ত কার্যক্রম ইন্টারনেট স্টাআ্ধরিত করেছিল।
common_voice_bn_31005485.mp3,এদের পরিচালক হলেন বৃহৎ মসজিদের ইমামের স্ট্রী।
common_voice_bn_31567338.mp3,এখানে কোন ডাইলইনএর প্রয়োজন পড়ে না।
common_voice_bn_31502201.mp3,অন্ধ্র প্রদেশ রাজ্যের দুজন মুখ্যমন্ত্রী ছিলেন কুর্নুল জেলার বাসিন্দা।
common_voice_bn_31536034.mp3,"এটি পাঞ্জাবের তিনটি সীমান্ত জেলাকে একে অপরের সাথে যুক্ত করে এই জেলাগুলি হল, অমৃতসর, গুরুদাসপুর ও পাঠানকোট।"
common_voice_bn_31631580.mp3,তিনি হালাকু খানের বাআকদাদে আক্রমণের আগানীত হন।
common_voice_bn_31557153.mp3,তার জন্ম স্থান ছিল ভারতের পশ্চিমবঙ্গের তমলুক শহরে।
common_voice_bn_31619443.mp3,দক্ষিণ আফ্রিকা ক্রিকেট দলের অন্যতম সদস্য হিসেবে তিনি ডানহাতি ফাস্ট বোলিং করে থাকেন।
common_voice_bn_31746574.mp3,"কৃষি, শ্রম কাজ, পশুপালন ও কাবুলে চাকরি করা হল এই শহরের আয়ের প্রধান উৎস।"
common_voice_bn_31592904.mp3,ভারতের হিন্দি সংগীত জগতে তিনি জগমোহন নামে পরিচিত।
common_voice_bn_31587624.mp3,এটি উত্তর আমেরিকা ও ইউরোপ মহাদেশে প্রাকৃতিকভাবে জন্মায়।
common_voice_bn_31567537.mp3,"চ্যানেলটি মূলত সংবাদ, শিক্ষামূলক অনুষ্ান, নাটক, রাজনৈতিক অনুষ্ঠান পশ্রন করে থাকে।"
common_voice_bn_31520414.mp3,তার পিতা একজন হিসাবরক্ষক।
common_voice_bn_31606951.mp3,সংখ্যাটির বিশেষ কোনো বিশেষত্ব নেই।
common_voice_bn_31557344.mp3,দুটি মৌলিক ধরনের পদ্ধতি আছে পদ্য লন বিক্রি পরিমাণএলাকা এবং বদ্ধ তার পদ্য।
common_voice_bn_31545625.mp3,এতে সে নারী তার স্বাধীনতার জন্য লড়াই করে।
common_voice_bn_31664043.mp3,পরে পরিচালক এর নাম পরিবর্তন করে ভালোবাসা এক্সপ্রেস রাখেন।
common_voice_bn_31674320.mp3,ক্রমে বক্সা যুদ্ধের আজ এসে পলল নাগপুর অঞ্চলে।
common_voice_bn_31515126.mp3,তিনি আইএসসিতে কঠিন বস্তু রসায়ন এবং কাঠামোগত রসায়ন বিভাগের প্রাপ্ত ন চেয়ার অধ্যাপক এবং রাসায়নিক বিভাগে অমৃত মিচেয়ার অধ্যাপক।
common_voice_bn_31607240.mp3,এর আদি নিবাস মধ্য ও দক্ষিণ আমেরিকার ক্রান্তীয় অঞ্চল।
common_voice_bn_31566688.mp3,সেই ধনী বণিকদের মধ্যে শশী রায় ছিলেন অন্যতম।
common_voice_bn_31638496.mp3,আয়ুবখান হতে ইয়াহিয়া খান পর্যন্ত সকল সামরিক শাসনের বিরোধিতা করে।
common_voice_bn_31579508.mp3,ঐ মুহুর্তে তিনি অস্ট্রেলিয়ার সেরা তরুণ উইকেটরক্ষক হিসেবে বিবেচিত হন।
common_voice_bn_31539880.mp3,তৃতীয় গল্প পুষ্পদির।
common_voice_bn_31754434.mp3,কিন্তু হ্যালি তাকে তৃতীয় অংশটি বিস্তারিত লেখার ব্যাপারে উৎসাহিত করেন।
common_voice_bn_31618685.mp3,পরবর্তীতে সিলেট এবং চট্টগ্রাম বিভাগেও এই অনুশীলনের প্রসার ঘটে।
common_voice_bn_31594002.mp3,"তার সহকারী সুব্রত, যিনি অধিকাংশ কাহিনীতে তার সাথে থাকেন।"
common_voice_bn_31581376.mp3,প্রথমশ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে ইয়র্কশায়ার ও লিচেস্টারশায়ারের প্রতিনিধিত্ব করেন।
common_voice_bn_31651815.mp3,এই চিত্রকে অ্যালিসন মুর স্মিথ তিনটি ক্যাটাগরিতে ভাগ করেন।
common_voice_bn_31533584.mp3,আরও রয়েছে সুপ্রসিদ্ধ মজার টেক।
common_voice_bn_31559019.mp3,সম্পূর্ণ উপজেলার প্রশাসনিক কার্যক্রম মদন থানার আওতাধীন।
common_voice_bn_31548747.mp3,তিনি উর্দু উপন্যাসের উন্নতির জন্য গুরুত্বপূর্ণ ভূমিকা রেখেছেন।
common_voice_bn_31743230.mp3,অন্যান্য বিষয়গুলির মধ্যে সংগঠিত ধর্মের সদস্যপদ হ্রাস এবং পশ্চিমা বিশ্বে ধর্মনিরপেক্ষতার বৃদ্ধি আধ্যাত্মিকতার এই বৃহত্তর নিশি বঙ্গের জন্ম দিয়েছে।
common_voice_bn_31561286.mp3,এ পরিবারের অন্যান্য সদ স্যগৃহপার্লিত মাঝারি আকৃতির কুকুরের চেয়ে এটি কিঞ্চিৎ ছোট।
common_voice_bn_31583361.mp3,পরবর্তীতে তিনি রাজ্য পরিকল্পনা ও উন্নয়ন বিষয়ক মন্ত্রী এবং রাজ্য প্রধান সবার বিষয়ক মন্ত্রে দায়িত্ব পালন করেন।
common_voice_bn_31562267.mp3,"নারীরা মনে করে, তাদের পুরুষের মত স্বাধীনতা পাওয়া উচিত এবং সে লক্ষ্যে তাদেরকেও নগ্ন বুকে ঘোরাফেরা করার অধিকার দেওয়া উচিত।"
common_voice_bn_31007016.mp3,তিনি আন্দোলনের ভিত্তি তৈরি করতে এবং স্বেচ্ছাসেবকদের নিয়োগে সহায়তা করার জন্য বিশ্বস্ত ব্যক্তিদের একটি মূল দল নিয়োগ করেছিলেন।
common_voice_bn_31555188.mp3,তারপরও সব জীবন রক্ষা করা সম্ভব হয়নি।
common_voice_bn_31675991.mp3,রাজনীতির ক্ষেত্রে তিনি বঙ্গভঙ্গের বিরোধী ছিলেন।
common_voice_bn_31564196.mp3,তিনি একজন বাহাতি ব্যাটসম্যান এবং মাঝে মাঝে ডানহাতি মিডিয়াম ফাস্ট বোলার।
common_voice_bn_31638510.mp3,গবেষকরা এ পর্যন্ত অনেক অৌষদ আবিষ্কার করেছেন।
common_voice_bn_31555836.mp3,তিনি এরপর তার পৈত্রিক বাড়ি লাহোরে ফিরে আসেন এবং লাহোর আমেরিকান স্কুলে পড়াশোনা করেন।
common_voice_bn_31595425.mp3,তিনি রোডস স্কলার শিপ ও হ্যারিস রোমান স্কলারিপ লাভ করেন।
common_voice_bn_31677714.mp3,তিনি একজন স্ট্রাইকার।
common_voice_bn_31651168.mp3,সেখানেই তিনি অনশন শুরু করেন।
common_voice_bn_31513116.mp3,এই ফল পাখির রাখায় কিন্তু নিচে পড়ে থাকা ফল খেলে কুকুর অসুস্থ হয়ে পড়ে।
common_voice_bn_31520065.mp3,তিনি ইব্রাহিমের পুত্র ইসমাইলের বংশধর।
common_voice_bn_31746175.mp3,তিনি এ রাজকীয় কাজার পরিবারে জন্মগ্রহণ করেন।
common_voice_bn_31514054.mp3,তাছাড়াও বিশিষ্ট গবেষণাধর্মী পত্রিকা সাহিত্য পরিষদ পত্রিকায় গবেষণাধর্মী লেখালেখি করতেন।
common_voice_bn_31500798.mp3,"স্টিভেন্স ছিলেন টেলিভিশন চলচ্চিত্র পরিচালক, প্রযোজক ও লেখক জর্জ স্টিভেন এর জুনিয়রের পিতা।"
common_voice_bn_31511931.mp3,এছাড়া মানুষের জীবনের সাথে বিজ্ঞানের সম্পৃক্ঞতা কত কানি তা প্রকাশ করাই বিজ্ঞান মেলার উদ্দেশ্য।
common_voice_bn_31643139.mp3,পাশাপাশি দলে সহ অধিনায়কের দায়িত্ব পালন করেছেন তিনি।
common_voice_bn_31512422.mp3,এসব সংস্কার বার্মার প্রথাগত কৃষি নির্ভর সমাজে ব্যাপক পরিবর্তন আনে।
common_voice_bn_31639159.mp3,এছাড়া তিনি বাংলাদেশ শ্রমিক কল্যাণ ফেডারেশনের সভাপতির দায়িত্ব পালন করেছেন।
common_voice_bn_31566044.mp3,সংস্কৃত প্রতিষ্ঠানে আচার্য স্নাতকোত্তর ডিগ্রি।
common_voice_bn_31683859.mp3,তার বেটি রোগীদের জন্য একটি উত্তম।
common_voice_bn_31636075.mp3,তার দাদা আর্নল্ড রিডলি ছিলেন একজন অভিনেতা এবং নাট্যকার।
common_voice_bn_31633273.mp3,উপন্যাসটি প্রথম বিশ্বযুদ্ধে ইতালীয় সেনাবাহিনীতে একজন অ্যাম্বুলেন্স চালক হিসেবে কর্মরত মার্কিন লেফটেনেন্ট ফ্রেডেরিক হেনরি চরিত্রটি দৃষ্টিকোণ থেকে রচিত হয়েছে।
common_voice_bn_31563166.mp3,"এর নিকটতম বিমানবন্দর আগ্রা বিমানবন্দর, যা একটি অভ্যন্তরীণ বিমানবন্দর।"
common_voice_bn_31743407.mp3,সংস্থার সভাপতি মনোরোজযন বর্তাচার্যের মৃত্ুর পর তিনি সভাপতি নির্বাচিত হয়ে আমৃত্যু ওই পদে আসীন ছিলেন।
common_voice_bn_31540983.mp3,আর এই সব কিছুই জাতিসংঘ ঘোষিত আদিবাসী অধিকার ও স্বার্থ পরিপন্থী।
common_voice_bn_31573845.mp3,টেস্ট ক্রিকেট ও একদিনের আন্তর্জাতিক ক্রিকেটে পিটারসন অধিনায়কের দায়িত্ব পালন করেন।
common_voice_bn_31668280.mp3,"তবে কবে নাগাদ এই জমিদার বাড়িটি প্রতিষ্ঠিত হয়েছে, তার কোনো সঠিক তথ্য জানা যায়নি।"
common_voice_bn_31587690.mp3,এটি চট্টগ্রাম বিশ্ববিদ্যালয়ের অধীন ভুক্ত একটি শিক্ষার প্রতিষ্ঠান।
common_voice_bn_31588380.mp3,এটি সৈয়দ হকের লেখা প্রথম গান।
common_voice_bn_31577572.mp3,এটি সাধারণত নদনদীর নির্মম এবং মিঠাপানির হ্রদ এলাকার পাশে গড়ে উঠে।
common_voice_bn_31521937.mp3,তবে নিউজিল্যান্ড দলের সাবেক অধিনায়ক জন রিচার্ড রিড সম্পর্কে তার কেউ নন।
common_voice_bn_31563329.mp3,ফলশ্রুতিতে তিনি পরবর্তী মৌসুমে জাতীয় ক্রিকেট দলের সদস্য হিসেবে মনোনীত হন।
common_voice_bn_31611143.mp3,পরে তিনি পুনের জাতীয় রাসায়নিক পরীক্ষাগার এর ডাইরেক্টর গ্রেড বিজ্ঞানী হিসাবে এই প্রতিষ্ঠানের ভৌত রসায়ন বিভাগের নেতৃত্ব দান করেছিলেন।
common_voice_bn_31530808.mp3,নামে ল্বু মুন বা নীল চা হলেও নীল রঙের সঙ্গে এ চাঁদের কোন সম্পর্ক নেই।
common_voice_bn_31534830.mp3,রাশিয়ান নেভি সেসময় বাল্টিক সাগরে মাইন যুদ্ধের সূচনা করেছিল।
common_voice_bn_31627641.mp3,এটি ভারতের সাথে একই ইন্দো অস্ট্রেলিয়া পাতের উপর অবস্থিত।
common_voice_bn_31643888.mp3,প্রদেশ হল দেশটির সর্বোচ্চ প্রশাসনিক অঞ্চল।
common_voice_bn_31608481.mp3,তিনি একজন ডানহাতি ব্যাটসম্যান।
common_voice_bn_31792299.mp3,"জিটিএএর প্রশাসনিক, কার্যনির্বাহী ও অর্থনৈতিক ক্ষমতা থাকলেও আইন প্রণয়নের ক্ষমতা থাকবে না।"
common_voice_bn_31565319.mp3,টম আঘাত পেয়েছিল।
common_voice_bn_31559504.mp3,"কোলম্যান, বর্তমান জেসপার জাতীয় উদ্যান অ্চলঐমুসঞ্ধানকারী প্রথম শ্বেতাঙ্গদের একজন ছিলেন।"
common_voice_bn_31587004.mp3,তিনি শতাধিক চলচ্চিত্র ও টেলিভিশন নাটকে কাজ করেছেন।
common_voice_bn_31586698.mp3,ফুলার কামরা টেক্সটাইল মিলে মেকানিক হিসেবে কাজ করে।
common_voice_bn_31606795.mp3,ঐ গ্রীষ্মে তাকে কোন একদিনের আন্তর্জাতিকে অংশগ্রহণের জন্য আমন্ত্রণ জানানো হয়নি।
common_voice_bn_31619501.mp3,তার স্ত্রীর নামও আমিরের নেছা।
common_voice_bn_31530621.mp3,তিনি উপনির্বাচনে জয়ী হয়েছেন।
common_voice_bn_31663231.mp3,"অন্যান্য দলগুলো হল ইউনাইটেড গাউসডেমকক্যাটিক পার্টি, জাতীয়তাবাদী কংগ্রেস পার্টি।"
common_voice_bn_31556321.mp3,জন থেকে সেপ্টেম্বর মাস পর ভারত।
common_voice_bn_31520035.mp3,কিছু খুন বাদ এ মহাকাশ চানটি সরে গেলে গ্রামবাসীরা আবার স্বাভাবিক অবস্থায় ফিরে আসে।
common_voice_bn_31604951.mp3,তিনি হিব্রু বিশ্ববিদ্যালয়ে শিল্প ইতিহাস এবং যোগাযোগে স্নাতক ডিগ্রী সম্পন্ন করেন।
common_voice_bn_31734306.mp3,এতে চাল বা খাদ্য বিতরণ ব্যবস্থাও ভেঙে পড়ে।
common_voice_bn_31601807.mp3,তাকে গণধর্ষণ করা হয়েছিল।
common_voice_bn_31668712.mp3,এতে লিঙ্গভিত্তিক কোনো বৈষম্য নেই।
common_voice_bn_31637894.mp3,রাজ আফগানিস্তানে জাতিসংঘের সাত মিশনের হয়ে কাজ করেছিলেন।
common_voice_bn_31542770.mp3,ছবিটি নিয়ে কিছু বিতর্ক হয়েছিল।
common_voice_bn_31515051.mp3,ফলশ্রুতিতে উদ্বুদ্ধ হয়ে ব্রাইটন ক্রিকেট ক্লাবে যোগ দেন।
common_voice_bn_31619681.mp3,ব্রিটিশ ভারতের মালাবাব জেলার পাঁচটি রাজস্ব বিভাগের একটি ছিল মালাবপুরাম বিভাগ।
common_voice_bn_31628641.mp3,মাদ্রাসার বর্তমান মহাপরিচালক মরণ আবদুল্লাহ।
common_voice_bn_31515358.mp3,পাকিস্তানের ক্রিকেটের ইতিহাসের অন্যতম ক্রিকেট তারকা ছিলেন।
common_voice_bn_31614202.mp3,এ জেলা আটটি ল্বক নিয়ে গঠিত।
common_voice_bn_31646162.mp3,তিনি ফকির সন্যাসী বিদ্রোহে সক্রিয়ভাবে অংশগ্রহণ করেন।
common_voice_bn_31653818.mp3,চট্টগ্রাম মোহামেডান স্পোর্টিং ক্লাব।
common_voice_bn_31599754.mp3,মোনাকো ফ্রান্সের সাথে একটি কাস্ট বা শুল্ক ইউনিয়ন গঠন করেছে।
common_voice_bn_31585518.mp3,এছাড়াও তিনি বি এমপি ঢাকা মহানগর উত্তরের আহ্বায়ক এর দায়িত্ব পালন করেছেন।
common_voice_bn_31759057.mp3,পাশাপাশি তিনি আন্তর্জাতিক খেলাগুলোর দিকেও তিন নজর রাখতেন।
common_voice_bn_31512884.mp3,তিনি বাংলাদেশ ছাত্রলীগের সাবেক সাধারণ সম্পাদক।
common_voice_bn_31514379.mp3,এবং উচ্চ মাধ্যমিক পাশ করে সরকারি ভিক্টোরিয়া কলেজ থেকে।
common_voice_bn_31633790.mp3,তিনি বাকু স্টেট ইউনিভার্সিটিতে ওরিয়েন্টাল স্টারিতে অধ্যয়ন করেন।
common_voice_bn_31615376.mp3,উমরের সঠিক জন্ম তারিখ জানা যায়নি।
common_voice_bn_31555160.mp3,ঘরোয়া প্রথমশ্রেণীর দক্ষিণ আফ্রিকান ক্রিকেটে ট্রান্সভাল ও ইংরেজ ক্রিকেটে মেরিন পল ক্রিকেট ক্লাবের প্রতিনিধিত্ব করেন।
common_voice_bn_31657296.mp3,তার স্ত্রীর নাম হাজেরা ও সারা।
common_voice_bn_31523379.mp3,কিছু পালাতে সমর্থ হন।
common_voice_bn_31526544.mp3,মাথার পাশ সাদাটে।
common_voice_bn_31549248.mp3,এর পূর্ববর্তী রেলস্টেশন বিরামপুর রেলওয়ে স্টেশনের রবর্তী স্টেশন পার্বতীপুর রেলওয়ে স্টেশন।
common_voice_bn_31545357.mp3,তিনি বর্তমানে বেলজিয়াম জাতীয় দলের ম্যানেজারের দায়িত্ব পালন করছেন।
common_voice_bn_31525768.mp3,কিছু ক্রীড়া দল নগ্ন কালে না তৈরি করে থাকেপ্রায়শই তাদের প্রোফাইল বা তহবিল বাড়াতে।
