path,sentence
train_files/common_voice_bn_31026164.mp3,এই সংস্থার সদর দপ্তর স্পেনের মেলিয়ায় অবস্থিত
train_files/common_voice_bn_31027279.mp3,রাজারহাট উপজেলা
train_files/common_voice_bn_31028467.mp3,এভাবে প্রতিদিন চলতে থাকে
train_files/common_voice_bn_31028473.mp3,দাবায় তিনি ক্যামব্রিজের প্রতিনিধিত্ব করেন
train_files/common_voice_bn_31030671.mp3,খালিদ তাকে পরাজিত করেন
train_files/common_voice_bn_31031242.mp3,একে প্রসঙ্গ কাঠামো বলে
train_files/common_voice_bn_31031243.mp3,একটি কৃষিপ্রধান অঞ্চল
train_files/common_voice_bn_31031349.mp3,এটি একটি বেসরকারী শিক্ষা প্রতিষ্ঠান
train_files/common_voice_bn_31031540.mp3,এটি একটি সংক্ষিপ্ত বিচার পদ্ধতি
train_files/common_voice_bn_31033868.mp3,আমার স্ত্রী কোথায়
train_files/common_voice_bn_31036885.mp3,এটি সুইজারল্যান্ডের বৃহত্তম বিমানবন্দর
train_files/common_voice_bn_31036943.mp3,আমি কোনো শদ্ব খুজে পাচ্ছি না
train_files/common_voice_bn_31045528.mp3,মানিকগঞ্জ জেলার খেলাধুলা
train_files/common_voice_bn_31057680.mp3,থোকায় থোকায় ফুল ফোটে
train_files/common_voice_bn_31057686.mp3,সরু অস্পষ্ট ডোরা আছে
train_files/common_voice_bn_31057688.mp3,আজও এর আনন্দ সবাই উপভোগ করে
train_files/common_voice_bn_31057706.mp3,স্টেশনটি দুটি অংশে রয়েছে
train_files/common_voice_bn_31072983.mp3,যা এখনও বর্তমান রয়েছে
train_files/common_voice_bn_31080560.mp3,শিরোপার বছর
train_files/common_voice_bn_31080646.mp3,তিনি হায়দ্রাবাদে থাকেন
train_files/common_voice_bn_31080677.mp3,তিনি বেঙ্গালুরুতে থাকেন
train_files/common_voice_bn_31140955.mp3,নদীর নাম সারি
train_files/common_voice_bn_31157650.mp3,হাবিব ব্যাংক কাজ করেন
train_files/common_voice_bn_31169733.mp3,ওটা দেখিনি
train_files/common_voice_bn_31173621.mp3,তারা একত্রে মিশন শেষ করে
train_files/common_voice_bn_31173846.mp3,ইত্যাদি প্রকাশ পেয়েছিল
train_files/common_voice_bn_31178738.mp3,আমার জন্য রান্না করুন
train_files/common_voice_bn_31193406.mp3,তাঁর বাবা কৃষক ছিলেন
train_files/common_voice_bn_31198559.mp3,মিনা আজ আর নেই
train_files/common_voice_bn_31252310.mp3,এর পর খুলনা জিলা স্কুলে
train_files/common_voice_bn_31252353.mp3,তিনি অঞ্জনা ভৌমিক মেয়ে
train_files/common_voice_bn_31254414.mp3,স্থায়ী ছিল
train_files/common_voice_bn_31259816.mp3,ভলাদিমির এম
train_files/common_voice_bn_31259833.mp3,নামকরণের ইতিহাস
train_files/common_voice_bn_31259888.mp3,তার স্ত্রী আয়েশা বেগম
train_files/common_voice_bn_31266681.mp3,এই হলো আমরা
train_files/common_voice_bn_31267009.mp3,রয়েছে শিক্ষক বাতায়ন কমিটি
train_files/common_voice_bn_31267011.mp3,এছাড়াও ডানহাতে ব্যাটিং করে থাকেন তিনি
train_files/common_voice_bn_31267035.mp3,লতা হতেই বংশ বিস্তার করে
train_files/common_voice_bn_31267046.mp3,তার দুইজন সৎ কন্যা আছে
train_files/common_voice_bn_31267064.mp3,তিনি ঢাকা ব্যাংক প্রতিষ্ঠা করেন
train_files/common_voice_bn_31277363.mp3,শেষে তার মৃত্যু ঘটে
train_files/common_voice_bn_31303591.mp3,এর আরো অনেক নাম আছে
train_files/common_voice_bn_31311492.mp3,একই সঙ্গে মর্টার শেল
train_files/common_voice_bn_31311494.mp3,মহকুমার সদর হাওড়া
train_files/common_voice_bn_31311513.mp3,ধান পাট ও সরিষা
train_files/common_voice_bn_31311525.mp3,সুজন থানা থেকে পালিয়ে আসে
train_files/common_voice_bn_31311564.mp3,জীবনানন্দ নিরীশ্বর ছিলেন
train_files/common_voice_bn_31311609.mp3,এই ঘটনাকে হল ক্রিয়া বলে
train_files/common_voice_bn_31311658.mp3,বাবা ও দীপু
train_files/common_voice_bn_31311704.mp3,একই বছর তিনি ইংল্যান্ডে ফেরত যান
train_files/common_voice_bn_31311705.mp3,বাবা মায়ের সাত ছেলে ও সাত মেয়ে
train_files/common_voice_bn_31314445.mp3,তিনি সিমলায় থাকেন
train_files/common_voice_bn_31314586.mp3,তিনি বাবামায়ের শেষ সন্তান
train_files/common_voice_bn_31322290.mp3,অবশ্য কোনটিই জিততে পারেনি
train_files/common_voice_bn_31322296.mp3,আদিতে এটি একটি আলাদা গ্রাম ছিল
train_files/common_voice_bn_31329965.mp3,এটি পুরুষদের সংগঠন
train_files/common_voice_bn_31330154.mp3,এশিয়া এক তরুণ রোমান মেয়ে
train_files/common_voice_bn_31330186.mp3,তার পিতার নাম কমিশনার জয়নাল আবেদীন
train_files/common_voice_bn_31336634.mp3,দেহ মোটা ও লম্বা
train_files/common_voice_bn_31336672.mp3,পাতা হালকা সবুজ
train_files/common_voice_bn_31338026.mp3,এটি একটি ত্রিকোণ প্রেমের গল্প
train_files/common_voice_bn_31338033.mp3,তার স্ত্রী জাতিসংঘে কাজ করেন
train_files/common_voice_bn_31338094.mp3,ঝুলিয়ে দেওয়া হতো
train_files/common_voice_bn_31338096.mp3,পান না শুধু দায়িত্ব
train_files/common_voice_bn_31354794.mp3,কেউ জানত না
train_files/common_voice_bn_31357381.mp3,তার গোত্রীয় নাম ছিলো গৌতম
train_files/common_voice_bn_31357409.mp3,এই উন্নয়ন আজ অব্যাহত আছে
train_files/common_voice_bn_31357451.mp3,এলাম
train_files/common_voice_bn_31357469.mp3,ফিল্ডিংয়ে তেমন সফলতা পাননি
train_files/common_voice_bn_31360122.mp3,তার বাবামা শিক্ষকতা করেন
train_files/common_voice_bn_31360132.mp3,এর আরো একটি নাম হচ্ছে গোরাচান্দ
train_files/common_voice_bn_31360174.mp3,সেখানেও একটি চাকরিতে যোগ দেন
train_files/common_voice_bn_31360196.mp3,এটি মূলতঃ বৌদ্ধ মন্দির
train_files/common_voice_bn_31365357.mp3,পড়াশোনা করেন
train_files/common_voice_bn_31380479.mp3,চৌধুরী ফজলে হোসেন
train_files/common_voice_bn_31483133.mp3,বিল নানাভাবে গঠিত হতে পারে
train_files/common_voice_bn_31497559.mp3,মারওয়ান তাকে মুক্তি দিয়েছিলেন
train_files/common_voice_bn_31497794.mp3,ঐ টেস্টটি অবশ্য ড্রয়ে পরিণত হয়েছিল
train_files/common_voice_bn_31497795.mp3,উত্তরপূর্ব ভারতে ব্রিটিশ অস্থায়ী তিব্বতের বাজার উন্মুক্ত করা এবং চীনের শিল্পজাত বস্ত্র তামাক শস্য সরঞ্জাম ও চা সম্প্রসারণ করে
train_files/common_voice_bn_31505382.mp3,পরিবর্তিত হচ্ছে খাদ্যাভ্যাস
train_files/common_voice_bn_31505387.mp3,সংস্থাটি ভাল যাচ্ছে না
train_files/common_voice_bn_31505473.mp3,তিনি জর্ডানের সশস্ত্র বাহিনীতে যোগদান করেন
train_files/common_voice_bn_31505474.mp3,এই আম অনেকটাই মুরগির ডিমের মতো
train_files/common_voice_bn_31505693.mp3,সবগুলো শাখা অনলাইন
train_files/common_voice_bn_31505696.mp3,নবাবপুর বাজার
train_files/common_voice_bn_31505711.mp3,এছাড়াও তিনি একজন লেখক
train_files/common_voice_bn_31505731.mp3,বিভিন্ন ধরনের আঘাত আছে
train_files/common_voice_bn_31505779.mp3,এছাড়াও ব্যবসায়ের সাথে সংশ্লিষ্ট ছিলেন
train_files/common_voice_bn_31505804.mp3,এর মধ্যে সোভিয়েত উজবেকিস্তান অন্যতম ছিল
train_files/common_voice_bn_31506028.mp3,তিনি যোগাযোগ প্রতিমন্ত্রী ছিলেন
train_files/common_voice_bn_31506049.mp3,এলাকাবাসীর আশা
train_files/common_voice_bn_31506050.mp3,স্পেনের জাতীয় ফুটবল দলে খেলেছেন
train_files/common_voice_bn_31506052.mp3,কিন্তু দুই বছর পর চলে যান
train_files/common_voice_bn_31506139.mp3,পরবর্তীতে তিনি মুক্তি পান
train_files/common_voice_bn_31506155.mp3,এখানে সর্বসাধারণের প্রবেশ সীমিত
train_files/common_voice_bn_31506210.mp3,তার ইচ্ছা ছিল লেখক হবার
train_files/common_voice_bn_31506214.mp3,তাদের নাম ইতিহাস লেখা নেই
train_files/common_voice_bn_31506269.mp3,তার পিতা ছিলেন মৌলভী ইনসান আলী সরকার
train_files/common_voice_bn_31507025.mp3,সেখান থেকে সাংবাদিকতায় আসেন
train_files/common_voice_bn_31507055.mp3,এই পর্বতের দুইটি শৃঙ্গ বর্তমান
train_files/common_voice_bn_31507056.mp3,টম হেডফোন পড়ে আছে
train_files/common_voice_bn_31507121.mp3,এটি ছিল বাংলাদেশের প্রথম পাঁচ তারকা হোটেল
train_files/common_voice_bn_31507123.mp3,এর মধ্যেই তিনি এক মহিলার সান্নিধ্য পেতে চান
train_files/common_voice_bn_31507158.mp3,অন্যদের মতে তিনি রোগে মারা যান
train_files/common_voice_bn_31507176.mp3,তিনি পিতামাতার একমাত্র সন্তান ছিলেন
train_files/common_voice_bn_31507177.mp3,আমার মা ভালো রান্না করতে পারে
train_files/common_voice_bn_31507188.mp3,অনেক ধরনের রিসিভার রয়েছে
train_files/common_voice_bn_31507203.mp3,এটি মহাভারতের তিনটি সংক্ষিপ্ত পর্বের একটি
train_files/common_voice_bn_31507216.mp3,ডানায় পট্টি থাকে না
train_files/common_voice_bn_31508340.mp3,তার বিষয় ছিল ট্র্যাক অ্যান্ড ফিল্ড
train_files/common_voice_bn_31508484.mp3,উপরন্তু তাঁর সময়ও নেই
train_files/common_voice_bn_31508544.mp3,রয়েছে সাতটি শহর
train_files/common_voice_bn_31508561.mp3,রয়েছে সাতটি শহর
train_files/common_voice_bn_31508667.mp3,বিদ্যুত বিল গ্রহণ
train_files/common_voice_bn_31508676.mp3,তিনি বর্তমানে চেন্নাইতে বাস করেন
train_files/common_voice_bn_31508711.mp3,বিদ্যালয়টির উত্তর পাশে রয়েছে দ্বিতল ভবন
train_files/common_voice_bn_31508719.mp3,মেয়ারওয়েদাসকার্লটন এবং ওয়ান্ডারার্স দলের হয়ে প্রথম বিভাগ রাগবি ইউনিয়নে খেলেছেন
train_files/common_voice_bn_31508774.mp3,উপরন্তু তাঁর সময়ও নেই
train_files/common_voice_bn_31508930.mp3,এখানে অনেক বণিক আছেন
train_files/common_voice_bn_31508943.mp3,তিনি মাত্র আঠারো মাস এ পদে ছিলেন
train_files/common_voice_bn_31509071.mp3,কথোপকথনের মাধ্যমে তা ফুটে উঠেছে
train_files/common_voice_bn_31509103.mp3,গ্রন্থটি পাঁচটি খণ্ডে সমাপ্ত
train_files/common_voice_bn_31509336.mp3,এটি ইরানের অন্যতম ঠান্ডা অঞ্চল
train_files/common_voice_bn_31509604.mp3,গ্রোবাইমগোনপোর পুত্র ঙ্গাগদ্বাংগ্রাগসপার্গ্যালমৎশান ফাগমোগ্রুপা রাজবংশের পরবর্তী রাজা হিসেবে রাজত্ব করেন
train_files/common_voice_bn_31509941.mp3,বিদ্যালয়টি একটি ভবন নিয়ে গঠিত
train_files/common_voice_bn_31509983.mp3,এর জেরে এই দুই অঞ্চলেও প্রবল বৃষ্টিপাত ও তুষারপাত ঘটে থাকে
train_files/common_voice_bn_31510013.mp3,এর আলাদা স্বাদ আছে
train_files/common_voice_bn_31510060.mp3,এর কাঠের রঙ কালো
train_files/common_voice_bn_31510143.mp3,আগস্টে বেশি প্রবাহ থাকে
train_files/common_voice_bn_31510197.mp3,এই গোলটি শতাদ্বির সেরা গোল হিসেবে খ্যাত
train_files/common_voice_bn_31510219.mp3,লক্ষণগুলির রোগ সৃষ্টি করার ক্ষমতা বুঝে দেখা গেছে এটি একটি জটিল বহু জিনগত অসুখ
train_files/common_voice_bn_31510227.mp3,জ্যেষ্ঠ পুত্র শিবনাথ একই আদালতে বিচারক হিসেবে দায়িত্ব পালন করেন এবং উত্তরপ্রদেশ আইন পরিষদের সদস্য হিসেবেও দায়িত্ব পালন করেন
train_files/common_voice_bn_31510373.mp3,খেমার উইকিপিডিয়া
train_files/common_voice_bn_31510405.mp3,জনসন ইহুদি ধর্মাবলম্বী
train_files/common_voice_bn_31510471.mp3,তিনি ফাউন্ডেশনের জন্য তার শিল্পী ফি প্রদান করেন
train_files/common_voice_bn_31510488.mp3,যেমন নাম সাংকেতিক এর ব্যবহার
train_files/common_voice_bn_31510517.mp3,তারা তিন ভাই বোন
train_files/common_voice_bn_31510808.mp3,নির্মাণ করেছেন
train_files/common_voice_bn_31511028.mp3,মার্কিন কথাসাহিত্যিক আর্নেস্ট হেমিংওয়ে তার শৈশব এই স্থানে কাটান এবং তার কয়েকটি সাহিত্যকর্মের পটভূমি এই স্থান
train_files/common_voice_bn_31511264.mp3,পূর্ব পাশে ডাকাতিয়া নদী
train_files/common_voice_bn_31511365.mp3,জনশ্রুতি অনুসারে নিয়ামত বিবি ছিলেন বিক্রমপুরের জমিদার কেদার রায়ের বোন
train_files/common_voice_bn_31511378.mp3,এখানকার জলবায়ু উষ্ণ মৌসুমী বায়ু দ্বারা প্রভাবিত আর্দ্র উপক্রান্তীয় প্রকৃতির
train_files/common_voice_bn_31511397.mp3,তাদের দুইটি সন্তান ছিল
train_files/common_voice_bn_31511545.mp3,এটি মার্বেল পাথরে নির্মিত
train_files/common_voice_bn_31511574.mp3,এটি এখনও তাত্ত্বিক
train_files/common_voice_bn_31511821.mp3,তাদের দুইটি সন্তান ছিল
train_files/common_voice_bn_31511925.mp3,তিনি ছিলেন একজন প্রশিক্ষিত যোদ্ধা
train_files/common_voice_bn_31512004.mp3,তিনি মডেলিং এবং বেশ কয়েকটি টেলিভিশন এবং মুদ্রণের বিজ্ঞাপনে একজন মডেল হিসেবে উপস্থিত হওয়ার মাধ্যমে তাঁর কর্মজীবন শুরু করেছিলেন
train_files/common_voice_bn_31512196.mp3,পরে তিনি শিলং চলে আসেন
train_files/common_voice_bn_31512219.mp3,তখন এর নাম ছিল সিকুয়েল
train_files/common_voice_bn_31512231.mp3,গাছ চির সবুজ
train_files/common_voice_bn_31512383.mp3,এটি বর্তমানে বিশ্বের সর্বত্র ব্যবহৃত হচ্ছে
train_files/common_voice_bn_31512389.mp3,আমাকে জিজ্ঞাসা কর
train_files/common_voice_bn_31512476.mp3,প্রচুর নাটক লিখেছেন তিনি
train_files/common_voice_bn_31512487.mp3,প্রস্তুত আছি যদি আমাকে বিশ্বাস করেন
train_files/common_voice_bn_31512543.mp3,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন মোস্তাক আহমেদ
train_files/common_voice_bn_31512550.mp3,দুই রাষ্ট্রের মধ্যকার ব্যবসায়ী দল আদানপ্রদানের মাধ্যমে দ্বিপাক্ষিক বাণিজ্য ও বিনিয়োগ উন্নয়ন ঘটানোর ব্যাপারে উভয়েই আগ্রহী
train_files/common_voice_bn_31512556.mp3,এর উৎপাদক কাজী এন্ড কাজী
train_files/common_voice_bn_31512590.mp3,আমাকে জিজ্ঞাসা কর
train_files/common_voice_bn_31512715.mp3,কলেজটি পাঁচটি ভবন নিয়ে গঠিত
train_files/common_voice_bn_31512752.mp3,তার কোন ছদ্মনাম নেই
train_files/common_voice_bn_31512844.mp3,এটি একটি সংবিধিবদ্ধ সংস্থা
train_files/common_voice_bn_31513061.mp3,সাবেক প্রতিমন্ত্রী
train_files/common_voice_bn_31513197.mp3,আমাকে জিজ্ঞাসা কর
train_files/common_voice_bn_31513326.mp3,তিনি একজন ল্বগার
train_files/common_voice_bn_31513517.mp3,মাললোৎসাবাল্বোগ্রোসগ্রাগসপা সাস্ক্যা ধর্মসম্প্রদায়ের প্রতিষ্ঠাতা ও প্রথম সাস্ক্যাখ্রিদজিন খোনদকোনমছোগর্গ্যালপো এবং তৃতীয় সাস্ক্যাখ্রিদজিন সাছেনকুনদ্গাস্ন্যিংপোর শিক্ষক ছিলেন
train_files/common_voice_bn_31513638.mp3,রহমান একজন মুসলিম
train_files/common_voice_bn_31513828.mp3,আরসাহ এর দায়িত্বশীল কর্মচারী ছিলেন ওয়াজির শরইলস্কর জমাদারইগহির মুহল্লী ইত্যাদি
train_files/common_voice_bn_31513854.mp3,এটি লখনউ শহরের পূর্ব অংশ নিয়ে গঠিত
train_files/common_voice_bn_31513922.mp3,সুপ্রিম কোর্ট আইনজীবী সমিতি ও বাংলাদেশ বার কাউন্সিলের প্রতারণামূলক শংসাপত্র ব্যবহার কারী বিএনপিসমর্থক বাংলাদেশ হাইকোর্টের একজন বিচারকের লাইসেন্স প্রত্যাখ্যান করেন
train_files/common_voice_bn_31513943.mp3,এটি একটি জটিল রোগ
train_files/common_voice_bn_31513952.mp3,সে ধনী পরিবারের ছেলে
train_files/common_voice_bn_31513994.mp3,কার্লি সিমন থিম সং টু লিটল সিস্টার্স গান রচনা করেছেন এবং গেয়েছেন
train_files/common_voice_bn_31514003.mp3,ইকবাল খন্দকার সম্প্রতি মডেলিং শুরু করেছেন
train_files/common_voice_bn_31514010.mp3,তবে টিভিতে ধারণকৃত চিত্রে এলবিডল্বিউর সিদ্ধান্তটি সন্দেহজনক ছিল
train_files/common_voice_bn_31514021.mp3,প্রশিক্ষণ কেন্দ্রটি জায়গার উপরে অবস্থিত
train_files/common_voice_bn_31514037.mp3,ব্যাং ব্যাং
train_files/common_voice_bn_31514090.mp3,এসব কারণের মধ্যে রয়েছে
train_files/common_voice_bn_31514091.mp3,সঞ্জনা হচ্ছেন সিন্ধি বংশোদ্ভূত
train_files/common_voice_bn_31514216.mp3,বাংলা সাহিত্যে তার অবস্থান অনন্য
train_files/common_voice_bn_31514279.mp3,তদন্তের পরে তিনি নির্দোষ প্রমাণিত হন
train_files/common_voice_bn_31514368.mp3,নদীটি জোয়ার ভাটার প্রভাবে প্রভাবিত
train_files/common_voice_bn_31514372.mp3,সহউপস্থাপিকা হিসেবে লাইভ
train_files/common_voice_bn_31514428.mp3,এর ফলে প্রশিক্ষণ গ্রহণকারী ব্যক্তি নির্দিষ্ট স্থানে তথ্য প্রেরণ করেন ও অ্যাম্বুলেন্স আসার পূর্ব পর্যন্ত রোগীকে প্রাথমিক চিকিৎসা দিয়ে থাকেন
train_files/common_voice_bn_31514489.mp3,পরিবারের সকলে মিলে কাজ করত
train_files/common_voice_bn_31514509.mp3,বর্তমানে এটি ভারতে অভিনন্দন কাট নামে পরিচিত
train_files/common_voice_bn_31514516.mp3,তিনি ইসলামের একজন সম্মানিত নারী
train_files/common_voice_bn_31514553.mp3,এই চলচ্চিত্রে মোট সাতটি গান রয়েছে
train_files/common_voice_bn_31514639.mp3,ইস্পাহানীআরিফ জাহান পরিচালিত নায়ক ছবিতে তার বিপরীতে অভিষেক ঘটে অভিনেত্রী অধরা খানের
train_files/common_voice_bn_31514722.mp3,পরিবারের সকলে মিলে কাজ করত
train_files/common_voice_bn_31514737.mp3,গাছের পাতা
train_files/common_voice_bn_31514771.mp3,তারপর বাংলাদেশ সেনাবাহিনীতে যোগ দেন
train_files/common_voice_bn_31514857.mp3,ভারত সরকারের পরিবেশ ও বন মন্ত্রক এই হ্রদকে জাতীয় হ্রদ পরিকল্পনার অন্তর্ভুক্ত করেছেন
train_files/common_voice_bn_31514863.mp3,এটি মূলত নারীবাদের উপরে লেখা অন্যতম একটি উপন্যাস
train_files/common_voice_bn_31514873.mp3,তিনি জামিয়া উলুমুল ইসলামিয়ার চ্যান্সেলর এবং বেফাকুল মাদারিসিল আরাবিয়া পাকিস্তানএর সাধারণ সম্পাদক হিসেবে দায়িত্ব পালন করেছেন
train_files/common_voice_bn_31514899.mp3,প্রতিটি কক্ষে একাধিক দরজা আছে
train_files/common_voice_bn_31515025.mp3,এটি ইরিত্রিয়া ইথিওপিয়া জিবুতি এবং সোমালিয়া নিয়ে গঠিত
train_files/common_voice_bn_31515082.mp3,তিনি বর্ধমান রাজ কলেজিয়েট স্কুল কলকাতার হিন্দু স্কুল এবং প্রেসিডেন্সি কলেজের ছাত্র ছিলেন
train_files/common_voice_bn_31515083.mp3,জাহাজটি বাংলাদেশ নৌবাহিনীতে যুক্ত হওয়া এই শ্রেণির চতুর্থ জাহাজ
train_files/common_voice_bn_31515086.mp3,তাতে এও ফুটে ওঠে যে পরোক্ষ ধূমপানের কারণে সবচেয়ে বেশি ক্ষতির স্বীকার হচ্ছেন ইউরোপ ও এশিয়ার মানুষ
train_files/common_voice_bn_31515089.mp3,তার চরিত্রের নাম প্রজাপতি পাণ্ডে
train_files/common_voice_bn_31515171.mp3,উপরে বর্ণিত প্রভাবগুলি এককভাবে বা আরও বেশিরভাগ ক্ষেত্রে সম্মিলিতভাবে পাওয়া গেছে যা পৃথিবীতে চিহ্নিত প্রতিটি অভিঘাত কাঠামোর সাথে যুক্ত
train_files/common_voice_bn_31515293.mp3,তিনি একজন কাশ্মীরী হিন্দু
train_files/common_voice_bn_31515360.mp3,আজীবন অমর থাকবেন
train_files/common_voice_bn_31515573.mp3,সদস্যরা নারী শিক্ষাবিদ গবেষক ও কর্মী
train_files/common_voice_bn_31515579.mp3,এরফলে বিদ্যালয়ের ছাত্র অবস্থাতেই পঞ্চম ক্রিকেটার হিসেবে এ কীর্তিগাঁথা রচনা করেন তিনি
train_files/common_voice_bn_31515675.mp3,তিনি আইআইএসসিতে কঠিন বস্তু রসায়ন এবং কাঠামোগত রসায়ন বিভাগের প্রাক্তন চেয়ার অধ্যাপক এবং রাসায়নিক বিজ্ঞানের অমৃত মোদী চেয়ার অধ্যাপক
train_files/common_voice_bn_31515694.mp3,তিনি আইআইএসসিতে কঠিন বস্তু রসায়ন এবং কাঠামোগত রসায়ন বিভাগের প্রাক্তন চেয়ার অধ্যাপক এবং রাসায়নিক বিজ্ঞানের অমৃত মোদী চেয়ার অধ্যাপক
train_files/common_voice_bn_31515701.mp3,কালাম তিন দিনেই কাজ শেষ করেন
train_files/common_voice_bn_31515775.mp3,মুক্তিযোদ্ধারা তাদের আক্রমণ করলেন
train_files/common_voice_bn_31515783.mp3,ফরাসি থেকে অবরোধ
train_files/common_voice_bn_31516005.mp3,প্রথমে যাত্রা শুরু করেন ছবির মডেল হিসেবে
train_files/common_voice_bn_31516082.mp3,কিন্তু যা এখন আধুনিক আফ্রিকার উৎপত্তির সাথে হারিয়ে গেছে
train_files/common_voice_bn_31516222.mp3,নাম আদ্বুর রহমান
train_files/common_voice_bn_31516244.mp3,এটি একটি বিষ্ণু মন্দির
train_files/common_voice_bn_31516283.mp3,তিনি রাজি হয়ে প্রবন্ধের একটি অংশ রাতারাতি অধ্যয়ন করেন এবং পরের দিন কোচিন কিংডমের রাজধানী ত্রিপুনিথুরায় এটি সম্পাদন করেন
train_files/common_voice_bn_31516295.mp3,কালির হাট
train_files/common_voice_bn_31516438.mp3,তার পায়ে গুলি লাগে
train_files/common_voice_bn_31516463.mp3,ফলে এদের খোলস খুবই বিরল
train_files/common_voice_bn_31516481.mp3,মিশন স্টার চালু হয়েছে
train_files/common_voice_bn_31516569.mp3,এই দুজন দুর্যোগ ঝুঁকি মোকাবেলা এবং জরুরী অবস্থা ব্যবস্থাপনা প্রভৃতি বিষয়ে সমঝোতা স্মারক স্বাক্ষর করেন
train_files/common_voice_bn_31516785.mp3,একটি শহীদ মিনারএকটি মসজিদ রয়েছে
train_files/common_voice_bn_31516789.mp3,চলচ্চিত্র দিয়ে অভিনয়ে ফিরে আসেন
train_files/common_voice_bn_31517004.mp3,এটি বৌদ্ধ মত
train_files/common_voice_bn_31517015.mp3,আদি বাড়ি বাংলাদেশের বিক্রমপুর ঢাকা
train_files/common_voice_bn_31517026.mp3,রেল পথ নেই
train_files/common_voice_bn_31517061.mp3,এই দম্পতির পাঁচ সন্তান
train_files/common_voice_bn_31517071.mp3,গ্রাম ভিত্তিক জনসংখ্যার তালিকা
train_files/common_voice_bn_31517216.mp3,ওহ ডার্লিং
train_files/common_voice_bn_31517226.mp3,এটি পরীক্ষা
train_files/common_voice_bn_31517232.mp3,এটির তিনটি অংশ হল
train_files/common_voice_bn_31517425.mp3,প্রতিবছর ই
train_files/common_voice_bn_31517443.mp3,এখানে একটি গ্রন্থাগার রয়েছে
train_files/common_voice_bn_31517447.mp3,এদের ইলেকট্রন বলে
