path,wav2vec2,4gram
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45f85a5935.flac,যেই সং্গক স্রনার্থি,যে সংখ্যক শরণার্থী
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45f951d709.flac,ধুয়ে নেন,ধুয়ে নেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45f9a9a96e.flac,অভিহত করছেন,অভিহত করছেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45f9daabf3.flac,এক্সে কেন্দ্র কম সময়ে,এক সেকেন্ডের কম সময়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45f9fd3352.flac,তিনজনের নাম,তিনজনের নাম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fa61bcd3.flac,পচিশ মাছ মঙ্গলবার সকালে রৃদ্যন্তের ক্রিয়া বন্ধ হয়ে মারা যান নন্দা,পঁচিশ মাছ মঙ্গলবার সকালে হৃদযন্ত্রের ক্রিয়া বন্ধ হয়ে মারা যান নন্দা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fa98cafe.flac,উনিশ্য বাহাত্যুশালের সতরই মেয়ে,উনিশ্যবাহাত্যু সালের স্তরই মেয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fab0462a.flac,বলছেন তেমন টাই,বলছেন তেমনটাই
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fab08113.flac,থানার উল্ট দিকের,থানার উল্টো দিকের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fabcd406.flac,তাহারা সাতসমুদ্র হইয়া রহিলেন,তাহারা সাতসমুদ্র হইয়া রহিলেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45faf15020.flac,সটি,
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fb867bfd.flac,বনটি পুরে গেছে,বনটি পুড়ে গেছে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fbfaa37d.flac,রিকশা ধানমন্ডির দিকে,রিকশা ধানমন্ডির দিকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fc7c0513.flac,তাই রাজনীতির দৃষ্টি ঘণে,তাই রাজনীতির দৃষ্টি ঘরে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fd00686a.flac,যেখানে প্রথম জিবাস্য,যেখানে প্রথম জীবাস্ম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fd3037a0.flac,ফিরে চিত্রাঙ্গদার,ফিরে চিত্রাঙ্গদার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fdd0edd7.flac,সহজ পজব হলতি ভাবে,সহজ পরবতী ভাবে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fde8c38f.flac,সুপার নোভাকে বলা যেতে পারে,সুপার নোভাকে বলা যেতে পারে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fe104660.flac,জাতীয় ক্রীড়া পরিষদ গঠিত,জাতীয় ক্রীড়া পরিষদ গঠিত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fe27b90e.flac,দিনাজপুরের আত্ম প্রত্যই যুবক,দিনাজপুরের আত্মপ্রত্যয় যুবক
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fe3aaf09.flac,এটাকে অঙ্কুরেই বিনষ্ট করতে হবে,এটাকে অঙ্কুরেই বিনষ্ট করতে হবে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fe500e9a.flac,এই দুই নর নারীর,এই দুই নরনারীর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45feb071ab.flac,গনিষ্ঠ ছিলেন সাগল,ঘনিষ্ঠ ছিলেন সাগর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45ff5d7e21.flac,তাদের আলোজনের প্রাণবন্ত ছিল বৈঠক,তাদের আলোচনার প্রাণবন্ত ছিল বৈঠক
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45ffe7662f.flac,ইজাহারে ছেলে বলে ে,হারে ছেলে বলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/45/45fffa5657.flac,আইলিভিন সিয়াটল,আইল ভিন সিয়াটল
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4600717322.flac,দ্বিতীয় অধ্যায়,দ্বিতীয় অধ্যায়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46009e7d09.flac,যেহত বিদেশী সংস্কৃতর অংশ তাই,যে হত বিদেশি সংস্কৃতির অংশ তাই
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4600aec755.flac,প্রধানমন্দ্রী বঙ্গমন্ধুশেখ মুজিবুর রহমানের,প্রধানমন্ত্রী বঙ্গবন্ধু শেখ মুজিবুর রহমানের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4600b38d50.flac,কিন্তু নিখোজ সুব্রত রায়কে,কিন্তু নিখোঁজ সুব্রত রায়কে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46012b9426.flac,বিজিএমএম বাক্রয়তা প্রতিষ্ঠানগুলো,বিজি এম এম বা ক্রেতা প্রতিষ্ঠানগুলো
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4601821411.flac,সকা নির দা দানে চে,নির্যাতনের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460184807c.flac,কয়েকজনের মৃত্যু দণ্ড হয়েছে,কয়েকজনের মৃত্যুদণ্ড হয়েছে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4601966c15.flac,গ্রি করা ্রেতেে,গ্রিস করা রাতে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460224eb53.flac,তুমি আমার জীবন,তুমি আমার জীবন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46027f24c5.flac,অনেক ছাত্র নেয়ে তাকে,অনেক ছাত্রনেতাকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4602914ce1.flac,প্রতিভাবানের একমাত্র ধর্মনয়,প্রতিভাবানের একমাত্র ধর্ম নয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4602c44f08.flac,আমাদের এই সুরো জগতের অবস্থান,আমাদের এই সুর জগতের অবস্থান
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4602d98495.flac,ডমেস্টিক ভায়লান্স নিয়ে,ডমেস্টিক ভায়োলেন্স নিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460377d950.flac,মৃত্যু হবে দুজনেরই,মৃত্যু হবে দুজনেরই
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46039d5ba8.flac,ফুয়াদ আল মুক্তাদের,ফুয়াদ আল মুক্তাদির
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460417328a.flac,ছোটকো চল,ছোট কো চল
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460448879d.flac,মহান আল্লাহর অনুগ্রহ নিয়ে,মহান আল্লাহর অনুগ্রহ নিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4604598bb8.flac,প্রাথ্থমিক ও গণশিক্ষা মন্ত্রণালয়,প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4604a1838b.flac,প্রোডিউসএর এবং হেট অফ প্রোগ্রাম দের,প্রডিউসার এবং হেড অব প্রোগ্রাম দেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4604c22c82.flac,অবতীর্ণ হয়েছিলেন,অবতীর্ণ হয়েছিলেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4605100ec0.flac,পরিচয় করিয়ে দিলেন,পরিচয় করিয়ে দিলেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46052e8aeb.flac,চীনাইদহ কোটচাদপুর উপজেলার,চীনাইদহ কোটচাঁদপুর উপজেলার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460567d701.flac,পূর্বঘোষিত পতাকা মিছিল করে,পূর্বঘোষিত পতাকা মিছিল করে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4605d73dc6.flac,বন্ধ করে দিলে,বন্ধ করে দিলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4605fd5354.flac,একুশে টিরি,একুশে টিভি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4606084ff1.flac,হাসপাতালে দুদিন থাকার পর,হাসপাতালে দুই দিন থাকার পর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46067e638b.flac,মৌ আপার সঙ্গে,মৌ আপার সঙ্গে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46069bc370.flac,গণভুর দেওয়া উচিত,গণভোট দেওয়া উচিত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46076af8b8.flac,কয়েক কটি হিন্দু পুন্নার্থী,কয়েক কোটি হিন্দু পুণ্যার্থী
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460777f27a.flac,শেয়ার দিশ উতমি,শেয়ার দিস ইতি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460784708e.flac,সুক্রবার থেকে যমুনা ছাড়া,শুক্রবার থেকে যমুনা ছাড়া
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4607954409.flac,বৃদ্ধাশ্রঙ,বৃদ্ধাশ্রম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4607a60fe9.flac,নাজীব এ বিবৃতি দেন,নাজিব এ বিবৃতি দেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46080e5928.flac,ছাত্রের চেওে গিয়ে,ছাত্রের চেয়ে এগিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46084d5bd0.flac,করা না হলে,করা না হলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4608720145.flac,মানব্বন্ধনকারীরা বলেন,মানববন্ধন কার রা বলেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46088f1300.flac,যতবার চোক বুজি,যতবার চোখ বুজি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4608cc26b5.flac,আমি প্রধানমন্ত্রীকে অনুরোধ করব,আমি প্রধানমন্ত্রীকে অনুরোধ করব
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4608d4442c.flac,তোমাকে দিলাম না,তোমাকে দিলাম না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460947db3f.flac,কাবলি ওয়ালা রহমতের ভূমিকায়,কাবলিওয়ালা রহমতের ভূমিকায়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46094f8272.flac,মহিলাদেরকে ইসলাম,মহিলাদের কে ইসলাম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4609ff2434.flac,চিহ্নিত করেন,চিহ্নিত করেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460a373466.flac,চলবে না,চলবে না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460a64cac6.flac,মর দেহ নেয়া হবে,মরদেহ নেওয়া হবে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460ad3a9d7.flac,সংসদ বেঙ্গে,সংসদ ভেঙ্গে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460b00660e.flac,সকলেই লোকের চিত্য নিবিষ্ট,সকলেই লোকের চিত্ত নিবিষ্ট
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460b21ab45.flac,সাচস এক কটে ডলার,সাত এক কোটি ডলার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460b53d501.flac,ফোড়া,ফোড়া
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460b65ba8d.flac,দেখা করবেন তিনি,দেখা করবেন তিনি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460b9713c0.flac,পালিত হয়ে থাকে,পালিত হয়ে থাকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460bde5209.flac,উনিষ অষ্টআসী চালের ঘটনা,উনিশ অষ্ট আসি সালের ঘটনা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460c08b33a.flac,তিনি সুন্দরী,তিনি সুন্দরী
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460c0f05ea.flac,শুরু করে সেন্টি মিটার পর্যন্ত,শুরু করে সেন্টিমিটার পর্যন্ত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460c3b0325.flac,ফি লাইহ র,
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460c3b4132.flac,তারিয়ে দেওয়ার ঘোষণা দিয়েছেন,তাড়িয়ে দেওয়ার ঘোষণা দিয়েছেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460c81f891.flac,প্রাথমিক কোন আলোচনা,প্রাথমিক কোনো আলোচনা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460cb3ed99.flac,তাতো নয়,তা তো নয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460cdd0711.flac,সেই আগুনের তামাসা দেখতে,সেই আগুনের তামাশা দেখতে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460da85738.flac,আসংখ্যার জনক অবস্থায় তাকে,আশঙ্কাজনক অবস্থায় তাকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460db15b0f.flac,গ্রেপতার সুজা,গ্রেপ্তার সুজা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460dfc29cd.flac,জয় হয়ে দেশের ক্ষমতায় আসেন,জয়ী হয়ে দেশের ক্ষমতায় আসেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460e88fd35.flac,এমন পর্যায়ে পৌছেছে যে,এমন পর্যায়ে পৌঁছেছে যে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460e8cea50.flac,চাবি মনে করছে,চাবি মনে করছে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460ec5dc1b.flac,একটি বযেনার নিয়ে,একটি ব্যানার নিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460ee39908.flac,সেই আলাবচারিতায়,সেই আলাপচারিতায়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/460f61b0bb.flac,দুনিয়ার মাটির মতো,দুনিয়ার মাটির মতো
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4610207165.flac,পল্টনের খোলামাদা,পল্টনের খোলা মাদাম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46104aba01.flac,হারাই মানিক গঞ্জ কে,হারায় মানিকগঞ্জ কে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46111fa2b1.flac,ও আধুনিকই করণের জন্য,ও আধুনিক করণের জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4611e61dc9.flac,সেটিকে আরও গোছনা উচিত,সেটিকে আরও গোছানো উচিত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/46120e1e32.flac,পুলিশ ঘটনা স্থলে গিয়ে,পুলিশ ঘটনাস্থলে গিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/46/4612465bcf.flac,যা পারেননি,যা পারেননি
